,r,length_of_url,http_has,suspicious_char,prefix_suffix,dots,slash,phis_term,sub_domain,ip_contain
1933,no,0,1,1,0,1,1,0,1,0
1934,no,0,1,1,0,1,1,0,1,0
1935,no,0,1,1,0,1,1,0,1,0
1936,no,0,1,1,0,1,1,0,1,0
1937,no,0,1,1,0,1,1,0,1,0
1938,no,0,1,1,0,1,1,0,1,0
1939,no,0,1,1,0,1,1,0,1,0
1940,no,0,1,1,0,1,1,0,1,0
1941,no,0,1,1,0,1,1,0,1,0
1942,no,0,1,1,0,1,1,0,1,0
1943,no,0,1,1,0,1,1,0,1,0
1944,no,0,1,1,0,1,1,0,1,0
1945,no,0,1,1,0,1,1,0,1,0
1946,no,0,1,1,0,1,1,0,1,0
1947,no,0,1,1,0,1,1,0,1,0
1948,no,0,1,1,0,1,1,0,1,0
1949,no,0,1,1,0,1,1,0,1,0
1950,no,0,1,1,0,1,1,0,1,0
1951,no,0,1,1,0,1,1,0,1,0
1952,no,0,1,1,0,1,1,0,1,0
1953,no,0,1,1,0,1,1,0,1,0
1954,no,0,1,1,0,1,1,0,1,0
1955,no,0,1,1,0,1,1,0,1,0
1956,no,0,1,1,0,1,1,0,1,0
1957,no,0,1,1,0,1,1,0,1,0
1958,no,0,1,1,0,1,1,0,1,0
1959,no,0,1,1,0,1,1,0,1,0
1960,no,0,1,1,0,1,1,0,1,0
1961,no,0,1,1,0,1,1,0,1,0
1962,no,0,1,1,0,1,1,0,1,0
1963,no,0,1,1,0,1,1,0,1,0
1964,no,0,1,1,0,1,1,0,1,0
1965,no,0,1,1,0,1,1,0,1,0
1966,no,0,1,1,0,1,1,0,1,0
1967,no,0,1,1,0,1,1,0,1,0
1968,no,0,1,1,0,1,1,0,1,0
1969,no,0,1,1,0,1,1,0,1,0
1970,no,0,1,1,0,1,1,0,1,0
1971,no,0,1,1,0,1,1,0,1,0
1972,no,0,1,1,0,1,1,0,1,0
1973,no,0,1,1,0,1,1,0,1,0
1974,no,0,1,1,0,1,1,0,1,0
1975,no,0,1,1,0,1,1,0,1,0
1976,no,0,1,1,0,1,1,0,1,0
1977,no,0,1,1,0,1,1,0,1,0
1978,no,0,1,1,0,1,1,0,1,0
1979,no,0,1,1,0,1,1,0,1,0
1980,no,0,1,1,0,1,1,0,1,0
1981,no,0,1,1,0,1,1,0,1,0
1982,no,0,1,1,0,1,1,0,1,0
1983,no,0,1,1,0,1,1,0,1,0
1984,no,0,1,1,0,1,1,0,1,0
1985,no,0,1,1,0,1,1,0,1,0
1986,no,0,1,1,0,1,1,0,1,0
1987,no,0,1,1,0,1,1,0,1,0
1988,no,0,1,1,0,1,1,0,1,0
1989,no,0,1,1,0,1,1,0,1,0
1990,no,0,1,1,0,1,1,0,1,0
1991,no,0,1,1,0,1,1,0,1,0
1992,no,0,1,1,0,1,1,0,1,0
1993,no,0,1,1,0,1,1,0,1,0
1994,no,0,1,1,0,1,1,0,1,0
1995,no,0,1,1,0,1,1,0,1,0
1996,no,0,1,1,0,1,1,0,1,0
1997,no,0,1,1,0,1,1,0,1,0
1998,no,0,1,1,0,1,1,0,1,0
1999,no,0,1,1,0,1,1,0,1,0
2000,no,1,1,1,1,1,1,0,1,0
2001,no,0,1,1,0,1,1,0,1,0
2002,no,0,1,1,1,1,1,0,0,0
2003,no,1,1,1,1,1,1,0,1,0
2004,no,1,1,1,0,1,0,0,1,0
2005,no,0,1,1,0,0,1,0,1,0
2006,no,0,1,1,0,1,1,0,1,0
2007,no,0,1,1,0,1,1,0,1,0
2008,no,1,1,1,0,0,1,0,1,0
2009,no,0,1,1,0,1,1,0,1,0
2010,no,0,1,1,0,1,1,0,1,0
2011,no,0,1,1,0,1,1,0,1,0
2012,no,0,1,1,0,1,1,0,1,0
2013,no,0,1,1,0,1,1,0,1,0
2014,no,0,1,1,0,1,1,0,1,0
2015,no,0,1,1,0,1,1,0,1,0
2016,no,1,1,1,1,1,0,0,1,0
2017,no,1,1,1,1,1,0,0,1,0
2018,no,1,1,1,1,1,0,0,1,0
2019,no,1,1,1,0,1,1,0,1,0
2020,no,0,1,1,0,1,1,0,1,0
2021,no,0,1,1,0,1,1,0,1,0
2022,no,0,1,1,0,1,1,0,1,0
2023,no,0,1,1,0,1,1,0,1,0
2024,no,0,1,1,0,1,1,0,1,0
2025,no,0,1,1,0,1,1,0,1,0
2026,no,0,1,1,0,1,1,0,1,0
2027,no,0,1,1,0,1,1,0,1,0
2028,no,0,1,1,0,1,1,0,1,0
2029,no,0,1,1,0,1,1,0,1,0
2030,no,0,1,1,0,1,1,0,1,0
2031,no,0,1,1,0,1,1,0,1,0
2032,no,0,1,1,0,1,1,0,1,0
2033,no,0,1,1,0,1,1,0,1,0
2034,no,0,1,1,0,1,1,0,1,0
2035,no,0,1,1,0,1,1,0,1,0
2036,no,0,1,1,0,1,1,0,1,0
2037,no,0,1,1,0,1,1,0,1,0
2038,no,0,1,1,1,1,1,0,1,0
2039,no,0,1,1,0,1,1,0,1,0
2040,no,0,1,1,0,1,1,0,1,0
2041,no,1,1,1,0,1,1,0,1,0
2042,no,0,1,1,0,1,1,0,1,0
2043,no,0,1,1,0,1,1,0,1,0
2044,no,0,1,1,0,1,1,0,1,0
2045,no,0,1,1,0,1,1,0,1,0
2046,no,0,1,1,0,1,1,0,1,0
2047,no,0,1,1,0,1,1,0,1,0
2048,no,0,1,1,0,1,1,0,1,0
2049,no,0,1,1,0,1,1,0,1,0
2050,no,0,1,1,0,1,1,0,1,0
2051,no,1,1,1,1,1,1,0,1,0
2052,no,1,1,1,1,1,0,0,1,0
2053,no,1,1,1,1,1,1,0,0,0
2054,no,1,1,1,1,1,1,0,0,0
2055,no,1,1,1,1,1,0,0,1,0
2056,no,0,1,1,0,1,1,0,0,0
2057,no,0,1,1,0,1,1,1,0,0
2058,no,0,1,1,0,1,1,0,0,0
2059,no,0,1,1,0,1,1,0,1,0
2060,no,0,1,1,0,1,1,0,0,0
2061,no,0,1,1,0,1,1,0,0,0
2062,no,0,1,1,0,1,1,0,0,0
2063,no,0,1,1,0,1,1,0,0,0
2064,no,0,1,1,0,1,1,0,1,0
2065,no,0,1,1,0,1,1,0,1,0
2066,no,0,1,1,0,1,1,0,1,0
2067,no,0,1,1,0,1,1,0,1,0
2068,no,1,1,1,0,1,1,1,1,0
2069,no,0,1,1,0,1,1,0,0,0
2070,no,0,1,1,0,1,1,0,1,0
2071,no,0,1,1,0,1,1,0,1,0
2072,no,0,1,1,0,1,1,0,1,0
2073,no,1,1,1,0,0,1,0,0,0
2074,no,0,1,1,0,1,1,0,0,0
2075,no,0,1,1,0,1,1,0,0,0
2076,no,1,1,1,0,1,1,1,1,0
2077,no,0,1,1,0,1,1,1,1,0
2078,no,0,1,1,1,1,1,0,1,0
2079,no,0,1,1,0,1,1,0,1,0
2080,no,0,1,1,0,1,1,0,0,0
2081,no,0,1,1,0,1,1,0,1,0
2082,no,0,1,1,0,1,1,0,1,0
2083,no,0,1,1,1,1,1,0,0,0
2084,no,0,1,1,0,1,1,0,1,0
2085,no,1,1,1,1,0,1,1,1,0
2086,no,0,1,1,0,1,1,1,1,0
2087,no,1,1,1,0,1,0,0,1,0
2088,no,0,1,1,0,1,1,0,1,0
2089,no,0,1,1,0,1,1,0,1,0
2090,no,0,1,1,0,1,1,0,1,0
2091,no,0,1,1,0,1,1,0,1,0
2092,no,0,1,1,1,1,1,0,1,0
2093,no,0,1,1,0,1,1,0,0,0
2094,no,0,1,1,0,1,1,0,1,0
2095,no,0,1,1,0,1,1,0,0,0
2096,no,0,1,1,0,1,1,0,1,0
2097,no,0,1,1,0,1,1,0,1,0
2098,no,0,1,1,0,1,1,0,0,0
2099,no,0,1,1,0,1,1,0,1,0
2100,no,1,1,1,1,1,1,0,0,0
2101,no,0,1,1,0,1,1,0,1,0
2102,no,1,1,1,0,1,1,0,1,0
2103,no,0,1,1,0,1,1,0,1,0
2104,no,1,1,1,0,1,1,0,0,0
2105,no,1,1,1,0,1,1,0,1,0
2106,no,0,1,1,0,1,0,0,0,0
2107,no,0,1,1,0,1,1,0,0,0
2108,no,1,1,1,0,1,0,1,1,0
2109,no,1,1,1,1,1,0,0,1,0
2110,no,1,1,1,1,1,0,0,0,0
2111,no,1,1,1,1,1,1,0,0,0
2112,no,1,1,1,1,1,1,0,0,0
2113,no,0,1,1,0,1,1,0,1,0
2114,no,1,1,1,1,1,0,0,0,0
2115,no,1,1,1,1,1,0,0,0,0
2116,no,0,1,1,0,1,1,0,1,0
2117,no,1,1,1,1,1,1,0,1,0
2118,no,0,1,1,0,1,1,0,0,0
2119,no,0,1,1,0,1,1,0,1,0
2120,no,0,1,1,0,1,1,0,1,0
2121,no,0,1,1,0,1,1,0,1,0
2122,no,1,1,1,1,0,0,1,1,0
2123,no,1,1,1,0,1,0,0,0,0
2124,no,0,1,1,0,1,1,0,1,0
2125,no,1,1,1,1,1,1,0,1,0
2126,no,0,1,1,1,1,1,0,1,0
2127,no,1,1,1,1,1,1,0,1,0
2128,no,0,1,1,0,1,1,0,0,0
2129,no,1,1,1,1,1,1,0,0,0
2130,no,0,1,1,1,1,1,0,1,0
2131,no,0,1,1,1,1,1,0,1,0
2132,no,0,1,1,1,1,1,0,1,0
2133,no,0,1,1,0,1,1,0,1,0
2134,no,0,1,1,1,1,1,0,0,0
2135,no,0,1,1,1,1,1,0,1,0
2136,no,1,1,1,1,1,0,0,0,0
2137,no,0,1,1,0,1,1,0,0,0
2138,no,1,1,1,1,1,0,0,1,0
2139,no,1,1,1,1,1,0,0,1,0
2140,no,0,1,1,0,1,1,0,0,0
2141,no,0,1,1,0,1,1,0,1,0
2142,no,0,1,1,1,1,1,0,1,0
2143,no,0,1,1,1,1,1,0,1,0
2144,no,0,1,1,1,1,1,0,0,0
2145,no,1,1,1,1,1,0,0,0,0
2146,no,0,1,1,0,1,1,0,1,0
2147,no,0,1,1,0,1,1,0,1,0
2148,no,0,1,1,0,1,1,0,1,0
2149,no,0,1,1,0,1,1,0,0,0
2150,no,0,1,1,0,1,1,0,1,0
2151,no,0,1,1,0,1,1,0,1,0
2152,no,0,1,1,0,1,1,0,1,0
2153,no,0,1,1,0,1,1,0,1,0
2154,no,0,1,1,0,1,1,0,1,0
2155,no,0,1,1,0,1,1,0,1,0
2156,no,0,1,1,1,1,1,0,1,0
2157,no,0,1,1,0,1,1,0,1,0
2158,no,0,1,1,0,1,1,0,1,0
2159,no,0,1,1,0,1,1,0,1,0
2160,no,0,1,1,0,1,1,0,1,0
2161,no,0,1,1,0,1,1,0,1,0
2162,no,0,1,1,0,1,1,0,1,0
2163,no,0,1,1,0,1,1,0,1,0
2164,no,0,1,1,0,1,1,0,1,0
2165,no,0,1,1,0,1,1,0,1,0
2166,no,0,1,1,0,1,1,0,1,0
2167,no,1,1,1,0,1,0,0,1,0
2168,no,0,1,1,0,1,1,0,1,0
2169,no,1,1,1,1,1,1,0,1,0
2170,no,0,1,1,0,1,1,1,1,0
2171,no,0,1,1,0,1,1,0,1,0
2172,no,1,1,1,1,1,1,1,1,0
2173,no,1,1,1,0,1,1,1,1,0
2174,no,0,1,1,0,1,1,0,1,0
2175,no,0,1,1,0,1,1,0,1,0
2176,no,0,1,1,0,1,1,0,1,0
2177,no,0,1,1,0,1,1,1,1,0
2178,no,0,1,1,0,1,1,1,1,0
2179,no,0,1,1,0,1,1,0,1,0
2180,no,0,1,1,0,1,1,0,1,0
2181,no,0,1,1,1,1,1,0,1,0
2182,no,0,1,1,1,1,1,0,1,0
2183,no,0,1,1,0,1,1,0,1,0
2184,no,0,1,1,0,1,1,0,1,0
2185,no,0,1,1,0,1,1,0,1,0
2186,no,0,1,1,0,1,1,0,1,0
2187,no,1,1,1,0,1,1,0,1,0
2188,no,0,1,1,0,1,1,0,1,0
2189,no,0,1,1,0,1,0,0,1,0
2190,no,0,1,1,0,1,1,0,1,0
2191,no,0,1,1,0,1,1,0,1,0
2192,no,1,1,1,0,1,1,0,0,0
2193,no,0,1,1,0,1,1,0,1,0
2194,no,0,1,1,0,1,1,0,1,0
2195,no,0,1,1,0,1,1,0,1,0
2196,no,0,1,1,0,1,1,0,1,0
2197,no,0,1,1,0,1,1,0,1,0
2198,no,0,1,1,0,1,1,0,1,0
2199,no,0,1,1,0,1,1,0,1,0
2200,no,0,1,1,0,1,1,0,1,0
2201,no,0,1,1,0,1,1,0,1,0
2202,no,0,1,1,0,1,1,0,1,0
2203,no,0,1,1,0,1,1,0,1,0
2204,no,0,1,1,0,1,1,0,1,0
2205,no,0,1,1,0,1,1,0,1,0
2206,no,0,1,1,0,1,1,0,1,0
2207,no,0,1,1,0,1,1,0,1,0
2208,no,0,1,1,0,1,1,0,1,0
2209,no,0,1,1,0,1,1,0,1,0
2210,no,0,1,1,0,1,1,0,1,0
2211,no,0,1,1,0,1,1,0,1,0
2212,no,0,1,1,0,1,1,0,1,0
2213,no,0,1,1,0,1,1,0,1,0
2214,no,0,1,1,0,1,1,0,1,0
2215,no,0,1,1,0,1,1,0,1,0
2216,no,0,1,1,0,1,1,0,1,0
2217,no,0,1,1,0,1,1,0,1,0
2218,no,0,1,1,0,1,1,0,1,0
2219,no,0,1,1,0,1,1,0,1,0
2220,no,0,1,1,0,1,1,0,1,0
2221,no,0,1,1,0,1,1,0,1,0
2222,no,0,1,1,0,1,1,0,1,0
2223,no,0,1,1,0,1,1,0,1,0
2224,no,0,1,1,0,1,1,0,1,0
2225,no,0,1,1,0,1,1,0,1,0
2226,no,0,1,1,0,1,1,0,1,0
2227,no,0,1,1,0,1,1,0,1,0
2228,no,0,1,1,0,1,1,0,1,0
2229,no,0,1,1,0,1,1,0,1,0
2230,no,0,1,1,0,1,1,0,1,0
2231,no,0,1,1,0,1,1,0,1,0
2232,no,0,1,1,0,1,1,0,1,0
2233,no,0,1,1,0,1,1,0,1,0
2234,no,0,1,1,1,1,1,0,1,0
2235,no,0,1,1,0,1,1,0,1,0
2236,no,0,1,1,0,1,1,0,1,0
2237,no,0,1,1,0,1,1,0,1,0
2238,no,0,1,1,0,1,1,0,1,0
2239,no,0,1,1,0,1,1,0,1,0
2240,no,0,1,1,0,1,1,0,1,0
2241,no,0,1,1,0,1,1,0,1,0
2242,no,0,1,1,0,1,1,0,1,0
2243,no,0,1,1,0,1,1,0,1,0
2244,no,0,1,1,0,1,1,0,1,0
2245,no,0,1,1,0,1,1,0,1,0
2246,no,0,1,1,0,1,1,0,1,0
2247,no,0,1,1,0,1,1,0,1,0
2248,no,0,1,1,0,1,1,0,1,0
2249,no,0,1,1,0,1,1,0,1,0
2250,no,0,1,1,0,1,1,0,1,0
2251,no,0,1,1,0,1,1,0,1,0
2252,no,0,1,1,0,1,1,0,1,0
2253,no,0,1,1,0,1,1,0,1,0
2254,no,0,1,1,0,1,1,0,1,0
2255,no,0,1,1,0,1,1,0,1,0
2256,no,0,1,1,0,1,1,0,1,0
2257,no,0,1,1,0,1,1,0,1,0
2258,no,0,1,1,0,1,1,0,1,0
2259,no,0,1,1,0,1,1,0,1,0
2260,no,0,1,1,0,1,1,0,1,0
2261,no,0,1,1,0,1,1,0,1,0
2262,no,0,1,1,0,1,1,0,1,0
2263,no,0,1,1,0,1,1,0,1,0
2264,no,0,1,1,0,1,1,0,1,0
2265,no,0,1,1,0,1,1,0,1,0
2266,no,0,1,1,0,1,1,0,1,0
2267,no,0,1,1,0,1,1,0,1,0
2268,no,0,1,1,0,1,1,0,1,0
2269,no,0,1,1,0,1,1,0,1,0
2270,no,0,1,1,0,1,1,0,1,0
2271,no,0,1,1,0,1,1,0,1,0
2272,no,0,1,1,0,1,1,0,1,0
2273,no,0,1,1,0,1,1,0,1,0
2274,no,0,1,1,0,1,1,0,1,0
2275,no,0,1,1,0,1,1,0,1,0
2276,no,0,1,1,0,1,1,0,1,0
2277,no,0,1,1,0,1,1,0,1,0
2278,no,0,1,1,0,1,1,0,1,0
2279,no,0,1,1,0,1,1,0,1,0
2280,no,0,1,1,0,1,1,0,1,0
2281,no,0,1,1,0,1,1,0,1,0
2282,no,0,1,1,0,1,1,0,1,0
2283,no,0,1,1,0,1,1,0,1,0
2284,no,0,1,1,0,1,1,0,1,0
2285,no,0,1,1,0,1,1,0,1,0
2286,no,0,1,1,0,1,1,0,1,0
2287,no,0,1,1,0,1,1,0,1,0
2288,no,0,1,1,0,1,1,0,1,0
2289,no,0,1,1,0,1,1,0,1,0
2290,no,0,1,1,0,1,1,0,1,0
2291,no,0,1,1,0,1,1,0,1,0
2292,no,0,1,1,0,1,1,0,1,0
2293,no,0,1,1,0,1,1,0,1,0
2294,no,0,1,1,0,1,1,0,1,0
2295,no,0,1,1,0,1,1,0,1,0
2296,no,0,1,1,0,1,1,0,1,0
2297,no,0,1,1,0,1,1,0,1,0
2298,no,0,1,1,0,1,1,0,1,0
2299,no,0,1,1,0,1,1,0,1,0
2300,no,0,1,1,0,1,1,0,1,0
2301,no,0,1,1,0,1,1,0,1,0
2302,no,0,1,1,0,1,1,0,1,0
2303,no,0,1,1,0,1,1,0,1,0
2304,no,0,1,1,0,1,1,0,1,0
2305,no,0,1,1,0,1,1,0,1,0
2306,no,0,1,1,0,1,1,0,1,0
2307,no,0,1,1,0,1,1,0,1,0
2308,no,0,1,1,0,1,1,0,1,0
2309,no,0,1,1,0,1,1,0,1,0
2310,no,0,1,1,0,1,1,0,1,0
2311,no,0,1,1,0,1,1,0,1,0
2312,no,0,1,1,0,1,1,0,1,0
2313,no,0,1,1,0,1,1,0,1,0
2314,no,0,1,1,0,1,1,0,1,0
2315,no,0,1,1,0,1,1,0,1,0
2316,no,0,1,1,0,1,1,0,1,0
2317,no,0,1,1,0,1,1,0,1,0
2318,no,0,1,1,0,1,1,0,1,0
2319,no,0,1,1,0,1,1,0,1,0
2320,no,0,1,1,0,1,1,0,1,0
2321,no,0,1,1,0,1,1,0,1,0
2322,no,0,1,1,0,1,1,0,1,0
2323,no,0,1,1,0,1,1,0,1,0
2324,no,0,1,1,0,1,1,0,1,0
2325,no,0,1,1,0,1,1,0,1,0
2326,no,0,1,1,0,1,1,0,1,0
2327,no,0,1,1,0,1,1,0,1,0
2328,no,0,1,1,0,1,1,0,1,0
2329,no,0,1,1,0,1,1,0,1,0
2330,no,0,1,1,0,1,1,0,1,0
2331,no,0,1,1,0,1,1,0,1,0
2332,no,0,1,1,0,1,1,0,1,0
2333,no,0,1,1,0,1,1,0,1,0
2334,no,0,1,1,0,1,1,0,1,0
2335,no,0,1,1,0,1,1,0,1,0
2336,no,0,1,1,0,1,1,0,1,0
2337,no,0,1,1,0,1,1,0,1,0
2338,no,0,1,1,0,1,1,0,1,0
2339,no,0,1,1,0,1,1,0,1,0
2340,no,0,1,1,0,1,1,0,1,0
2341,no,0,1,1,0,1,1,0,1,0
2342,no,0,1,1,0,1,1,0,1,0
2343,no,0,1,1,0,1,1,0,1,0
2344,no,0,1,1,0,1,1,0,1,0
2345,no,0,1,1,0,1,1,0,1,0
2346,no,0,1,1,0,1,1,0,1,0
2347,no,0,1,1,0,1,1,0,1,0
2348,no,0,1,1,1,1,1,0,1,0
2349,no,0,1,1,0,1,1,0,1,0
2350,no,0,1,1,0,1,1,0,1,0
2351,no,0,1,1,0,1,1,0,1,0
2352,no,0,1,1,0,1,1,0,1,0
2353,no,0,1,1,0,1,1,0,1,0
2354,no,0,1,1,0,1,1,0,1,0
2355,no,0,1,1,0,1,1,0,1,0
2356,no,0,1,1,0,1,1,0,1,0
2357,no,0,1,1,0,1,1,0,1,0
2358,no,0,1,1,0,1,1,0,1,0
2359,no,0,1,1,0,1,1,0,1,0
2360,no,0,1,1,0,1,1,0,1,0
2361,no,0,1,1,0,1,1,0,1,0
2362,no,0,1,1,0,1,1,0,1,0
2363,no,0,1,1,0,1,1,0,1,0
2364,no,0,1,1,0,1,1,0,1,0
2365,no,0,1,1,0,1,1,0,1,0
2366,no,0,1,1,1,1,1,0,1,0
2367,no,0,1,1,0,1,1,0,1,0
2368,no,0,1,1,0,1,1,0,1,0
2369,no,0,1,1,0,1,1,0,1,0
2370,no,0,1,1,0,1,1,0,1,0
2371,no,0,1,1,0,1,1,0,1,0
2372,no,0,1,1,0,1,1,0,1,0
2373,no,0,1,1,0,1,1,0,1,0
2374,no,0,1,1,0,1,1,0,1,0
2375,no,0,1,1,0,1,1,0,1,0
2376,no,0,1,1,0,1,1,0,1,0
2377,no,0,1,1,0,1,1,0,1,0
2378,no,0,1,1,0,1,1,0,1,0
2379,no,0,1,1,0,1,1,0,1,0
2380,no,0,1,1,0,1,1,0,1,0
2381,no,0,1,1,0,1,1,0,1,0
2382,no,0,1,1,0,1,1,0,1,0
2383,no,0,1,1,0,1,1,0,1,0
2384,no,0,1,1,0,1,1,0,1,0
2385,no,0,1,1,0,1,1,0,1,0
2386,no,0,1,1,0,1,1,0,1,0
2387,no,0,1,1,0,1,1,0,1,0
2388,no,0,1,1,0,1,1,0,1,0
2389,no,0,1,1,0,1,1,0,1,0
2390,no,0,1,1,0,1,1,0,1,0
2391,no,0,1,1,0,1,1,0,1,0
2392,no,0,1,1,0,1,1,0,1,0
2393,no,0,1,1,0,1,1,0,1,0
2394,no,0,1,1,0,1,1,0,1,0
2395,no,0,1,1,0,1,1,0,1,0
2396,no,0,1,1,0,1,1,0,1,0
2397,no,0,1,1,0,1,1,0,1,0
2398,no,0,1,1,0,1,1,0,1,0
2399,no,0,1,1,0,1,1,0,1,0
2400,no,0,1,1,0,1,1,0,1,0
2401,no,0,1,1,0,1,1,0,1,0
2402,no,0,1,1,0,1,1,0,1,0
2403,no,0,1,1,0,1,1,0,1,0
2404,no,0,1,1,0,1,1,0,1,0
2405,no,0,1,1,0,1,1,0,1,0
2406,no,0,1,1,0,1,1,0,1,0
2407,no,0,1,1,0,1,1,0,1,0
2408,no,0,1,1,0,1,1,0,1,0
2409,no,0,1,1,0,1,1,0,1,0
2410,no,0,1,1,0,1,1,0,1,0
2411,no,0,1,1,0,1,1,0,1,0
2412,no,0,1,1,0,1,1,0,1,0
2413,no,0,1,1,0,1,1,0,1,0
2414,no,0,1,1,0,1,1,0,1,0
2415,no,0,1,1,0,1,1,0,1,0
2416,no,0,1,1,0,1,1,0,1,0
2417,no,0,1,1,0,1,1,0,1,0
2418,no,0,1,1,0,1,1,0,1,0
2419,no,0,1,1,0,1,1,0,1,0
2420,no,0,1,1,0,1,1,0,1,0
2421,no,0,1,1,0,1,1,0,1,0
2422,no,0,1,1,0,1,1,0,1,0
2423,no,0,1,1,0,1,1,0,1,0
