,r,length_of_url,http_has,suspicious_char,prefix_suffix,dots,slash,phis_term,sub_domain,ip_contain
2424,no,0,1,1,0,1,1,0,1,0
2425,no,0,1,1,0,1,1,0,1,0
2426,no,0,1,1,0,1,1,0,1,0
2427,no,0,1,1,0,1,1,0,1,0
2428,no,0,1,1,1,1,1,0,1,0
2429,no,0,1,1,0,1,1,0,1,0
2430,no,0,1,1,0,1,1,0,1,0
2431,no,0,1,1,0,1,1,0,1,0
2432,no,0,1,1,0,1,1,0,1,0
2433,no,0,1,1,0,1,1,0,1,0
2434,no,0,1,1,0,1,1,0,1,0
2435,no,0,1,1,0,1,1,0,1,0
2436,no,0,1,1,0,1,1,0,1,0
2437,no,0,1,1,0,1,1,0,1,0
2438,no,0,1,1,0,1,1,0,1,0
2439,no,0,1,1,0,1,1,0,1,0
2440,no,0,1,1,0,1,1,0,1,0
2441,no,0,1,1,0,1,1,0,1,0
2442,no,0,1,1,0,1,1,0,1,0
2443,no,0,1,1,0,1,1,0,1,0
2444,no,0,1,1,0,1,1,0,1,0
2445,no,0,1,1,0,1,1,0,1,0
2446,no,0,1,1,0,1,1,0,1,0
2447,no,0,1,1,0,1,1,0,1,0
2448,no,0,1,1,0,1,1,0,1,0
2449,no,0,1,1,1,1,1,0,1,0
2450,no,0,1,1,0,1,1,0,1,0
2451,no,0,1,1,0,1,1,0,1,0
2452,no,0,1,1,0,1,1,0,1,0
2453,no,0,1,1,0,1,1,0,1,0
2454,no,0,1,1,0,1,1,0,1,0
2455,no,0,1,1,0,1,1,0,1,0
2456,no,0,1,1,0,1,1,0,1,0
2457,no,0,1,1,0,1,1,0,1,0
2458,no,0,1,1,0,1,1,0,1,0
2459,no,0,1,1,0,1,1,0,1,0
2460,no,0,1,1,0,1,1,0,1,0
2461,no,0,1,1,0,1,1,0,1,0
2462,no,0,1,1,0,1,1,0,1,0
2463,no,0,1,1,0,1,1,0,1,0
2464,no,0,1,1,0,1,1,0,1,0
2465,no,0,1,1,0,1,1,0,1,0
2466,no,0,1,1,0,1,1,0,1,0
2467,no,0,1,1,0,1,1,0,1,0
2468,no,0,1,1,0,1,1,0,1,0
2469,no,0,1,1,0,1,1,0,1,0
2470,no,0,1,1,0,1,1,0,1,0
2471,no,0,1,1,0,1,1,0,1,0
2472,no,0,1,1,0,1,1,0,1,0
2473,no,0,1,1,0,1,1,0,1,0
2474,no,0,1,1,0,1,1,0,1,0
2475,no,0,1,1,0,1,1,0,1,0
2476,no,0,1,1,0,1,1,0,1,0
2477,no,0,1,1,0,1,1,0,1,0
2478,no,0,1,1,0,1,1,0,1,0
2479,no,0,1,1,0,1,1,0,1,0
2480,no,0,1,1,0,1,1,0,1,0
2481,no,0,1,1,0,1,1,0,1,0
2482,no,0,1,1,0,1,1,0,1,0
2483,no,0,1,1,0,1,1,0,1,0
2484,no,0,1,1,0,1,1,0,1,0
2485,no,0,1,1,0,1,1,0,1,0
2486,no,0,1,1,0,1,1,0,1,0
2487,no,0,1,1,0,1,1,0,1,0
2488,no,0,1,1,0,1,1,0,1,0
2489,no,0,1,1,0,1,1,0,1,0
2490,no,0,1,1,0,1,1,0,1,0
2491,no,0,1,1,0,1,1,0,1,0
2492,no,0,1,1,0,1,1,0,1,0
2493,no,0,1,1,0,1,1,0,1,0
2494,no,0,1,1,0,1,1,0,1,0
2495,no,0,1,1,0,1,1,0,1,0
2496,no,0,1,1,0,1,1,0,1,0
2497,no,0,1,1,0,1,1,0,1,0
2498,no,0,1,1,0,1,1,0,1,0
2499,no,0,1,1,0,1,1,0,1,0
2500,no,0,1,1,0,1,1,0,1,0
2501,no,0,1,1,0,1,1,0,1,0
2502,yes,1,1,1,1,1,0,1,1,0
2503,yes,0,1,1,1,1,0,1,0,0
2504,yes,0,1,1,0,1,1,0,0,0
2505,yes,1,1,1,0,1,1,1,0,0
2506,yes,0,1,1,0,1,0,1,0,0
2507,yes,1,1,1,1,0,1,0,0,0
2508,yes,1,1,1,1,1,0,1,0,0
2509,yes,1,1,1,1,0,1,0,0,0
2510,yes,1,1,1,1,1,1,0,0,0
2511,yes,0,1,1,0,1,1,0,1,0
2512,yes,0,1,1,0,1,1,0,1,0
2513,yes,1,1,1,1,1,1,0,0,0
2514,yes,0,1,1,0,1,1,0,0,0
2515,yes,0,1,1,0,1,1,0,1,0
2516,yes,1,1,1,1,1,0,1,1,0
2517,yes,0,1,1,0,1,1,0,1,0
2518,yes,1,1,1,0,1,1,0,0,0
2519,yes,0,1,1,0,1,1,1,0,0
2520,yes,1,1,1,0,1,1,0,0,0
2521,yes,1,1,1,1,0,1,0,0,0
2522,yes,0,1,1,1,1,1,0,0,0
2523,yes,0,1,1,1,1,1,0,0,0
2524,yes,1,1,1,0,1,0,0,1,0
2525,yes,0,1,1,1,1,1,0,1,0
2526,yes,1,1,1,0,1,1,1,1,0
2527,yes,1,1,1,0,1,1,1,0,0
2528,yes,0,1,1,0,1,1,1,0,0
2529,yes,0,1,1,1,1,1,0,1,0
2530,yes,1,1,1,1,1,0,0,1,0
2531,yes,0,1,1,0,1,1,0,0,0
2532,yes,0,1,1,0,1,1,0,0,0
2533,yes,1,1,1,0,0,0,0,1,0
2534,yes,1,1,1,1,1,0,0,0,0
2535,yes,0,1,1,0,1,0,0,1,0
2536,yes,1,1,1,0,1,1,0,1,0
2537,yes,0,1,1,0,1,1,0,1,0
2538,yes,0,1,1,0,1,1,0,1,0
2539,yes,0,1,1,0,1,1,0,1,0
2540,yes,0,1,1,1,1,1,0,0,0
2541,yes,1,1,1,1,1,0,0,0,0
2542,yes,1,1,1,1,1,0,0,0,0
2543,yes,1,1,1,0,1,1,0,1,0
2544,yes,1,1,1,1,1,0,0,0,0
2545,yes,1,1,1,1,1,0,0,0,0
2546,yes,0,1,1,0,1,1,0,1,0
2547,yes,0,1,1,0,1,1,0,0,0
2548,yes,0,1,1,1,1,1,0,1,0
2549,yes,0,1,1,1,1,1,1,1,0
2550,yes,1,1,1,0,1,1,0,1,0
2551,yes,0,1,1,0,1,0,0,0,0
2552,yes,0,1,1,0,1,1,0,0,0
2553,yes,1,1,1,0,1,0,0,0,0
2554,yes,0,1,1,0,1,1,0,1,0
2555,yes,1,1,1,1,1,0,0,0,0
2556,yes,0,1,1,0,1,1,0,0,0
2557,yes,0,1,1,0,1,0,0,0,0
2558,yes,1,1,1,1,0,0,0,0,0
2559,yes,1,1,1,1,1,0,1,0,0
2560,yes,0,1,1,0,1,1,0,1,0
2561,yes,0,1,1,0,1,1,0,0,0
2562,yes,0,1,1,1,1,1,0,0,0
2563,yes,0,1,1,0,1,1,0,0,0
2564,yes,0,1,1,0,1,1,0,0,0
2565,yes,1,1,1,1,1,0,0,0,0
2566,yes,0,1,1,0,1,1,0,0,0
2567,yes,0,1,1,0,1,0,1,0,0
2568,yes,0,1,1,0,1,1,0,0,0
2569,yes,1,1,1,0,1,0,0,0,0
2570,yes,1,1,1,0,1,1,0,0,0
2571,yes,1,1,1,1,1,1,1,0,0
2572,yes,0,1,1,0,1,1,0,0,0
2573,yes,0,1,1,0,1,1,0,0,0
2574,yes,1,1,1,0,1,0,1,0,0
2575,yes,1,1,1,0,1,0,0,0,0
2576,yes,0,1,1,0,1,1,0,0,0
2577,yes,1,1,1,1,1,0,0,1,0
2578,yes,1,1,1,1,1,0,0,0,0
2579,yes,0,1,1,1,1,1,0,0,0
2580,yes,1,1,1,0,1,0,0,1,0
2581,yes,0,1,1,1,1,1,0,0,0
2582,yes,0,1,1,0,1,1,0,1,0
2583,yes,1,1,1,1,1,1,0,0,0
2584,yes,0,1,1,0,1,1,0,1,0
2585,yes,1,1,1,0,1,0,0,0,0
2586,yes,1,1,1,0,1,0,0,0,0
2587,yes,0,1,1,0,1,0,0,1,0
2588,yes,0,1,1,0,1,1,0,0,0
2589,yes,0,1,1,0,1,1,0,0,0
2590,yes,0,1,1,0,1,1,0,0,0
2591,yes,0,1,1,0,1,1,0,1,0
2592,yes,0,1,1,0,1,1,0,0,0
2593,yes,1,1,1,1,1,0,0,1,0
2594,yes,1,1,1,0,1,1,0,0,0
2595,yes,1,1,1,1,1,0,1,0,0
2596,yes,1,1,1,0,1,1,0,0,0
2597,yes,0,1,1,0,1,1,0,0,0
2598,yes,0,1,1,0,1,1,0,1,0
2599,yes,0,1,1,1,1,1,0,0,0
2600,yes,1,1,1,0,1,0,0,0,0
2601,yes,1,1,1,0,1,0,0,0,0
2602,yes,1,1,1,0,1,0,1,1,0
2603,yes,1,1,1,0,1,0,0,1,0
2604,yes,1,1,1,0,1,0,0,1,0
2605,yes,1,1,1,0,1,0,0,1,0
2606,yes,1,1,1,0,1,0,0,1,0
2607,yes,1,1,1,0,1,0,0,1,0
2608,yes,1,1,1,0,1,0,0,1,0
2609,yes,0,1,1,0,1,0,0,1,0
2610,yes,1,1,1,1,1,1,0,1,0
2611,yes,0,1,1,0,1,1,0,0,0
2612,yes,0,1,1,0,1,1,0,1,0
2613,yes,0,1,1,0,1,1,0,1,0
2614,yes,0,1,1,0,1,1,0,0,0
2615,yes,1,1,1,0,1,0,1,1,0
2616,yes,1,1,1,1,1,0,0,1,0
2617,yes,1,1,1,0,1,1,0,1,0
2618,yes,0,1,1,0,1,1,1,0,0
2619,yes,0,1,1,0,1,1,1,0,0
2620,yes,0,1,1,0,1,1,1,0,0
2621,yes,0,1,1,0,1,1,1,1,0
2622,yes,0,1,1,0,1,1,0,0,0
2623,yes,1,1,1,1,1,1,0,0,0
2624,yes,0,1,1,0,1,1,1,0,0
2625,yes,1,1,1,1,0,0,1,0,0
2626,yes,1,1,1,0,1,0,0,0,0
2627,yes,1,1,1,0,1,0,0,0,0
2628,yes,1,1,1,0,1,0,0,0,0
2629,yes,0,1,1,1,1,1,0,0,0
2630,yes,1,1,1,1,1,0,0,0,0
2631,yes,0,1,1,0,1,1,1,0,0
2632,yes,1,1,1,1,0,0,0,0,0
2633,yes,1,1,1,0,1,1,1,1,0
2634,yes,1,1,1,0,1,1,1,0,0
2635,yes,0,1,1,1,1,1,0,1,0
2636,yes,1,1,1,1,0,0,1,0,0
2637,yes,1,1,1,1,1,0,0,0,0
2638,yes,1,1,1,0,1,0,0,1,0
2639,yes,0,1,1,0,1,1,0,0,0
2640,yes,1,1,1,0,1,0,0,0,0
2641,yes,0,1,1,1,1,1,0,1,0
2642,yes,0,1,1,0,1,1,0,0,0
2643,yes,0,1,1,1,1,1,0,0,0
2644,yes,0,1,1,0,1,1,0,0,0
2645,yes,1,1,1,1,0,1,0,0,0
2646,yes,0,1,1,0,1,1,0,1,0
2647,yes,1,1,1,0,1,0,0,1,0
2648,yes,1,1,1,0,1,0,0,1,0
2649,yes,1,1,1,0,1,0,0,1,0
2650,yes,1,1,1,0,1,0,0,1,0
2651,yes,1,1,1,0,1,0,0,1,0
2652,yes,1,1,1,0,1,0,0,1,0
2653,yes,1,1,1,0,1,0,0,1,0
2654,yes,1,1,1,0,1,0,0,1,0
2655,yes,1,1,1,0,1,0,0,1,0
2656,yes,1,1,1,0,1,0,0,1,0
2657,yes,1,1,1,0,1,0,0,1,0
2658,yes,1,1,1,0,1,0,0,1,0
2659,yes,1,1,1,0,1,0,0,1,0
2660,yes,1,1,1,0,1,0,0,1,0
2661,yes,1,1,1,0,1,0,0,1,0
2662,yes,1,1,1,0,1,0,0,1,0
2663,yes,1,1,1,0,1,0,0,1,0
2664,yes,1,1,1,0,1,0,0,1,0
2665,yes,1,1,1,0,1,0,0,1,0
2666,yes,1,1,1,0,1,0,0,1,0
2667,yes,0,1,1,0,1,0,0,0,0
2668,yes,1,1,1,0,1,0,0,1,0
2669,yes,1,1,1,0,1,0,0,1,0
2670,yes,1,1,1,0,1,0,0,1,0
2671,yes,1,1,1,0,1,0,0,1,0
2672,yes,1,1,1,0,1,0,0,1,0
2673,yes,1,1,1,0,1,0,0,1,0
2674,yes,1,1,1,0,1,0,0,1,0
2675,yes,1,1,1,0,1,0,0,1,0
2676,yes,1,1,1,0,1,0,0,1,0
2677,yes,1,1,1,0,1,0,0,1,0
2678,yes,1,1,1,0,1,0,0,1,0
2679,yes,1,1,1,0,1,0,0,1,0
2680,yes,1,1,1,0,1,0,0,1,0
2681,yes,1,1,1,0,1,0,0,1,0
2682,yes,1,1,1,0,1,0,0,1,0
2683,yes,1,1,1,0,1,0,0,1,0
2684,yes,1,1,1,0,1,0,0,1,0
2685,yes,1,1,1,0,1,0,0,1,0
2686,yes,1,1,1,0,1,0,0,1,0
2687,yes,1,1,1,0,1,0,0,1,0
2688,yes,1,1,1,0,1,0,0,1,0
2689,yes,1,1,1,0,1,0,0,1,0
2690,yes,1,1,1,0,1,0,0,1,0
2691,yes,1,1,1,0,1,0,0,1,0
2692,yes,1,1,1,0,1,0,0,1,0
2693,yes,1,1,1,0,1,0,0,1,0
2694,yes,1,1,1,0,1,0,0,1,0
2695,yes,1,1,1,0,1,0,0,1,0
2696,yes,1,1,1,0,1,0,0,1,0
2697,yes,1,1,1,0,1,0,0,1,0
2698,yes,1,1,1,1,0,0,1,0,0
2699,yes,1,1,1,1,1,0,0,0,0
2700,yes,0,1,1,0,1,1,0,0,0
2701,yes,1,1,1,1,1,0,0,0,0
2702,yes,0,1,1,0,1,1,0,0,0
2703,yes,1,1,1,0,1,0,1,0,0
2704,yes,1,1,1,0,1,1,0,0,0
2705,yes,1,1,1,1,1,0,0,0,0
2706,yes,1,1,1,1,1,0,1,1,0
2707,yes,0,1,1,1,1,0,0,1,0
2708,yes,0,1,1,0,1,1,0,1,0
2709,yes,1,1,1,1,1,1,1,0,0
2710,yes,1,1,1,1,1,1,0,0,0
2711,yes,1,1,1,0,1,0,1,1,0
2712,yes,1,1,1,0,1,1,0,0,0
2713,yes,1,1,1,1,1,0,0,1,0
2714,yes,1,1,1,0,1,0,0,0,0
2715,yes,0,1,1,0,1,1,0,1,0
2716,yes,0,1,1,1,1,0,0,0,0
2717,yes,0,1,1,0,1,1,0,1,0
2718,yes,1,1,1,0,1,0,0,1,0
2719,yes,1,1,1,0,1,0,0,0,0
2720,yes,0,1,1,0,1,1,0,0,0
2721,yes,1,1,1,1,1,1,0,1,0
2722,yes,0,1,1,0,1,1,0,1,0
2723,yes,1,1,1,0,1,1,0,1,0
2724,yes,0,1,1,0,1,1,0,0,0
2725,yes,0,1,1,0,1,1,0,0,0
2726,yes,1,1,1,0,1,0,0,0,0
2727,yes,0,1,1,1,1,1,0,0,0
2728,yes,0,1,1,0,1,0,0,0,0
2729,yes,0,1,1,0,1,1,0,1,0
2730,yes,1,1,1,0,0,1,0,0,0
2731,yes,0,1,1,0,1,1,0,0,0
2732,yes,1,1,1,0,1,0,0,0,0
2733,yes,0,1,1,0,1,1,0,0,0
2734,yes,1,1,1,0,1,0,0,0,0
2735,yes,0,1,1,0,1,0,0,0,0
2736,yes,0,1,1,0,1,0,0,1,0
2737,yes,0,1,1,0,1,1,0,1,0
2738,yes,0,1,1,0,1,1,0,0,0
2739,yes,1,1,1,0,1,0,0,0,0
2740,yes,0,1,1,0,1,1,0,0,0
2741,yes,0,1,1,1,1,1,0,0,0
2742,yes,0,1,1,0,1,1,0,1,0
2743,yes,0,1,1,0,1,1,0,0,0
2744,yes,1,1,1,0,1,0,0,1,0
2745,yes,1,1,1,1,1,0,0,1,0
2746,yes,0,1,1,1,1,1,0,0,0
2747,yes,0,1,1,0,1,0,0,1,0
2748,yes,1,1,1,1,1,0,0,0,0
2749,yes,0,1,1,0,1,1,0,1,0
2750,yes,1,1,1,1,0,0,0,0,0
2751,yes,1,1,1,1,1,0,0,1,0
2752,yes,0,1,1,0,1,1,0,0,0
2753,yes,0,1,1,0,1,1,0,1,0
2754,yes,0,1,1,0,1,1,1,0,0
2755,yes,1,1,1,0,1,1,1,0,0
2756,yes,1,1,1,0,0,0,1,1,0
2757,yes,1,1,1,0,1,1,1,1,0
2758,yes,1,1,1,1,1,0,0,1,0
2759,yes,1,1,1,1,1,0,1,0,0
2760,yes,0,1,1,0,1,1,0,0,0
2761,yes,1,1,1,1,1,1,0,0,0
2762,yes,0,1,1,0,1,1,0,0,0
2763,yes,0,1,1,0,1,1,0,0,0
2764,yes,0,1,1,1,1,0,0,1,0
2765,yes,0,1,1,1,1,1,0,1,0
2766,yes,1,1,1,0,1,0,0,1,0
2767,yes,0,1,1,0,1,1,0,0,0
2768,yes,1,1,1,0,1,1,0,0,0
2769,yes,0,1,1,0,1,1,0,0,0
2770,yes,0,1,1,0,1,1,0,0,0
2771,yes,0,1,1,0,1,1,0,0,0
2772,yes,0,1,1,0,1,1,0,0,0
2773,yes,0,1,1,0,1,1,0,0,0
2774,yes,0,1,1,0,1,1,0,0,0
2775,yes,1,1,1,0,1,0,0,0,0
2776,yes,0,1,1,0,1,1,0,0,0
2777,yes,0,1,1,0,1,1,1,0,0
2778,yes,0,1,1,0,1,1,0,1,0
2779,yes,1,1,1,0,1,1,0,1,0
2780,yes,0,1,1,0,1,1,0,1,0
2781,yes,0,1,1,0,1,1,0,0,0
2782,yes,0,1,1,1,1,1,0,1,0
2783,yes,1,1,1,1,1,1,0,0,0
2784,yes,1,1,1,0,1,0,0,0,0
2785,yes,0,1,1,0,1,1,0,0,0
2786,yes,0,1,1,0,1,1,0,0,0
2787,yes,0,1,1,0,1,1,0,1,0
2788,yes,0,1,1,0,1,0,0,0,0
2789,yes,1,1,1,1,1,1,0,1,0
2790,yes,1,1,1,0,1,0,0,1,0
2791,yes,1,1,1,0,1,0,0,0,0
2792,yes,0,1,1,0,1,1,0,0,0
2793,yes,0,1,1,0,1,0,0,0,0
2794,yes,0,1,1,1,1,1,0,0,0
2795,yes,0,1,1,0,1,1,0,0,0
2796,yes,1,1,1,0,1,0,0,0,0
2797,yes,0,1,1,0,1,1,0,0,0
2798,yes,0,1,1,0,1,0,0,0,0
2799,yes,0,1,1,0,1,1,0,0,0
2800,yes,1,1,1,1,1,0,0,0,0
2801,yes,1,1,1,1,1,0,0,0,0
2802,yes,0,1,1,0,1,1,0,0,0
2803,no,0,1,1,0,1,1,0,1,0
2804,no,0,1,1,0,1,1,0,1,0
2805,no,0,1,1,0,1,1,0,1,0
2806,no,0,1,1,0,1,1,0,1,0
2807,no,0,1,1,0,1,1,0,1,0
2808,no,0,1,1,0,1,1,0,1,0
2809,no,0,1,1,0,1,1,0,1,0
2810,no,0,1,1,0,1,1,0,1,0
2811,no,0,1,1,0,1,1,0,1,0
2812,no,0,1,1,0,1,1,0,1,0
2813,no,0,1,1,0,1,1,0,1,0
2814,no,0,1,1,0,1,1,0,1,0
2815,no,0,1,1,0,1,1,0,1,0
2816,no,0,1,1,0,1,1,0,1,0
2817,no,0,1,1,0,1,1,0,1,0
2818,no,0,1,1,0,1,1,0,1,0
2819,no,0,1,1,0,1,1,0,1,0
2820,no,0,1,1,0,1,1,0,1,0
2821,no,0,1,1,0,1,1,0,1,0
2822,no,0,1,1,0,1,1,0,1,0
2823,no,0,1,1,0,1,1,0,1,0
2824,no,0,1,1,0,1,1,0,1,0
2825,no,0,1,1,0,1,1,0,1,0
2826,no,0,1,1,0,1,1,0,1,0
2827,no,0,1,1,0,1,1,0,1,0
2828,no,0,1,1,0,1,1,0,1,0
2829,no,0,1,1,0,1,1,0,1,0
2830,no,0,1,1,0,1,1,0,1,0
2831,no,0,1,1,0,1,1,0,1,0
2832,no,0,1,1,0,1,1,0,1,0
2833,no,0,1,1,0,1,1,0,1,0
2834,no,0,1,1,0,1,1,0,1,0
2835,no,0,1,1,0,1,1,0,1,0
2836,no,0,1,1,0,1,1,0,1,0
2837,no,0,1,1,0,1,1,0,1,0
2838,no,0,1,1,0,1,1,0,1,0
2839,no,0,1,1,0,1,1,0,1,0
2840,no,0,1,1,0,1,1,0,1,0
2841,no,0,1,1,0,1,1,0,1,0
2842,no,0,1,1,0,1,1,0,1,0
2843,no,0,1,1,0,1,1,0,1,0
2844,no,0,1,1,1,1,1,0,1,0
2845,no,0,1,1,0,1,1,0,1,0
2846,no,0,1,1,0,1,1,0,1,0
2847,no,0,1,1,0,1,1,0,1,0
2848,no,0,1,1,0,1,1,0,1,0
2849,no,0,1,1,0,1,1,0,1,0
2850,no,0,1,1,0,1,1,0,1,0
2851,no,0,1,1,0,1,1,0,1,0
2852,no,0,1,1,0,1,1,0,1,0
2853,no,0,1,1,0,1,1,0,1,0
2854,no,0,1,1,0,1,1,0,1,0
2855,no,0,1,1,0,1,1,0,1,0
2856,no,0,1,1,0,1,1,0,1,0
2857,no,0,1,1,0,1,1,0,1,0
2858,no,0,1,1,0,1,1,0,1,0
2859,no,0,1,1,0,1,1,0,1,0
2860,no,0,1,1,0,1,1,0,1,0
2861,no,0,1,1,0,1,1,0,1,0
2862,no,0,1,1,0,1,1,0,1,0
2863,no,0,1,1,0,1,1,0,1,0
2864,no,0,1,1,0,1,1,0,1,0
2865,no,0,1,1,0,1,1,0,1,0
2866,no,0,1,1,0,1,1,0,1,0
2867,no,0,1,1,0,1,1,0,1,0
2868,no,0,1,1,0,1,1,0,1,0
2869,no,0,1,1,0,1,1,0,1,0
2870,no,0,1,1,0,1,1,0,1,0
2871,no,0,1,1,0,1,1,0,1,0
2872,no,0,1,1,0,1,1,0,1,0
2873,no,0,1,1,0,1,1,0,1,0
2874,no,0,1,1,0,1,1,0,1,0
2875,no,0,1,1,0,1,1,0,1,0
2876,no,0,1,1,0,1,1,0,1,0
2877,no,0,1,1,0,1,1,0,1,0
2878,no,0,1,1,0,1,1,0,1,0
2879,no,0,1,1,0,1,1,0,1,0
2880,no,0,1,1,0,1,1,0,1,0
2881,no,0,1,1,0,1,1,0,1,0
2882,no,0,1,1,0,1,1,0,1,0
2883,no,0,1,1,0,1,1,0,1,0
2884,no,0,1,1,0,1,1,0,1,0
2885,no,0,1,1,0,1,1,0,1,0
2886,no,0,1,1,0,1,1,0,1,0
2887,no,0,1,1,0,1,1,0,1,0
2888,no,0,1,1,0,1,1,0,1,0
2889,no,0,1,1,0,1,1,0,1,0
2890,no,0,1,1,0,1,1,0,1,0
2891,no,0,1,1,0,1,1,0,1,0
2892,no,0,1,1,0,1,1,0,1,0
2893,no,0,1,1,0,1,1,0,1,0
2894,no,0,1,1,0,1,1,0,1,0
2895,no,0,1,1,0,1,1,0,1,0
2896,no,0,1,1,0,1,1,0,1,0
2897,no,0,1,1,0,1,1,0,1,0
2898,no,0,1,1,0,1,1,0,1,0
2899,no,0,1,1,0,1,1,0,1,0
2900,no,0,1,1,0,1,1,0,1,0
2901,no,0,1,1,0,1,1,0,1,0
2902,no,0,1,1,0,1,1,0,1,0
2903,no,0,1,1,0,1,1,0,1,0
